   1,    21,   1
   2,  1356,  16
   3,  1432,  16
   4,  1475,  43
   5,  1470,  23
   6,  1345,  11
   7,  1382,   6
   8,  1426,  23
   9,  1467,  18
  10,  1475,  12
  11,  1452,  11
  12,  1431,  13
  13,  1392,  11
  14,  1423,   5
  15,  1257,  11
  16,  1255,   5
  17,  1460,   3
  18,  1433,   5
  19,  1125,   6
  20,  1157,   5
  21,  1325,   3
  23,   921,   1
  24,  1395,   1
  28,   911,   1
  87,   790,   1
